SPEC;UrunTipi;Kalinlik;Genislik;LevhaBoyu;Grade;MamulKodu;Yuzey;Kaplama;"HedefKaplama
g/m2";#NAME?;#NAME?;Alt Astar Klnlk;Alt Boya Klnlk;AltBoya;Üst Astar Klnlk;Üst Boya Klnlk;ÜstBoya;Backcoat Klnlk;CRF Kalinlik;Ticari
072195001;GCR;0,8;1250;0;DX51D+Z;GCRP;A;Z;350;0,07;0,07;0;0;;0;0;;0;0,77;
072196001;GCR;1;1250;0;DX51D+Z;GCRP;A;Z;350;0,08;0,08;0;0;;0;0;;0;0,98;
072197001;GHR;3;1250;3000;DX51D+Z;GHRCP;B;Z;275;0,2;0,2;0;0;;0;0;;0;0;
072198001;PPG;0,5;1250;0;DX51D+Z;PPGP;B;Z;180;0,06;0;0;0;H;5;20;RAL7024;7;0,43;
072199001;PPG;0,5;1250;0;DX51D+Z;PPGP;B;Z;180;0,06;0;0;0;H;5;20;RAL3009;7;0,43;
072200001;PPG;0,5;1250;0;DX51D+Z;PPGP;B;Z;180;0,06;0;0;0;H;5;20;RAL8016;7;0,43;
072201001;PPG;0,5;1250;0;DX51D+Z;PPGP;B;Z;180;0,06;0;0;0;H;5;20;RAL9005;7;0,43;
072202001;GCR;0,5;1200;0;DX52D+Z;GCRP;B;Z;100;0,04;0,04;0;0;;0;0;;0;0,5;
072203001;GCR;1,5;1250;2050;DX51D+Z;GCRCP;A;Z;70;0,13;0,13;0;0;;0;0;;0;1,53;
072204001;GCR;2;1250;2050;DX51D+Z;GCRCP;A;Z;70;0,15;0,15;0;0;;0;0;;0;2,04;
072205001;GCR;1,8;1500;0;DX51D+Z;GCRP;A;Z;70;0,15;0,15;0;0;;0;0;;0;1,84;
072206001;PPG;0,5;1250;0;DX51D+Z;PPGP;B;Z;140;0,06;0,06;0;0;H;5;20;RAL9005;7;0,47;
072207001;PPG;0,5;1250;0;DX51D+Z;PPGP;B;Z;100;0,06;0,06;0;0;H;5;20;RAL8017;7;0,47;
072208001;PPG;0,5;1250;0;DX51D+Z;PPGP;B;Z;100;0,06;0,06;0;0;H;5;18;RAL9007;7;0,47;
072209001;PPG;0,6;1250;0;DX51D+Z;PPGP;B;Z;100;0,06;0;5;0;H;5;20;RAL9002;7;0,54;
072210001;PPG;0,4;1189;0;DX51D+Z;PPGP;B;Z;100;0,02;0,04;0;0;H;5;20;RAL9002;7;0,37;
072211001;PPG;0,4;1189;0;DX51D+Z;PPGP;B;Z;100;0,02;0,04;0;0;H;5;18;RAL9006;7;0,38;
072213001;PPG;0,5;1120;0;DX51D+Z;PPGSP;B;Z;100;0,03;0,03;0;0;H;5;18;RAL9006;7;0,47;
072214001;PPG;0,5;1120;0;DX51D+Z;PPGSP;B;Z;100;0,03;0,03;0;0;H;5;20;RAL9005;7;0,47;
072215001;PPG;0,8;1000;2200;DX52D+Z;PPGCP;B;Z;100;0,03;0,03;0;0;H;5;18;MDK_MG01;7;0,77;
072216001;GCR;0,66;1251;0;DX51D+Z;GCRP;A;Z;100;0,07;0,07;0;0;;0;0;;0;0,67;
072217001;GCR;0,66;1251;0;DX51D+Z;GCRP;A;Z;140;0,07;0,07;0;0;;0;0;;0;0,66;
072218001;GCR;0,66;1251;0;DX51D+Z;GCRP;A;Z;275;0,07;0,07;0;0;;0;0;;0;0,64;
072219001;GCR;0,66;1527;0;DX51D+Z;GCRP;A;Z;100;0,08;0,08;0;0;;0;0;;0;0,67;
072220001;GCR;0,66;1527;0;DX51D+Z;GCRP;A;Z;140;0,08;0,08;0;0;;0;0;;0;0,66;
072221001;GCR;0,66;1527;0;DX51D+Z;GCRP;A;Z;275;0,08;0,08;0;0;;0;0;;0;0,64;
072222001;GCR;0,7;1143;0;DX51D+Z;GCRP;A;Z;100;0,06;0,06;0;0;;0;0;;0;0,7;
072223001;GCR;0,7;1143;0;DX51D+Z;GCRP;A;Z;140;0,06;0,06;0;0;;0;0;;0;0,7;
072224001;GCR;0,7;1143;0;DX51D+Z;GCRP;A;Z;275;0,06;0,06;0;0;;0;0;;0;0,68;
072225001;GCR;0,8;1200;2400;DX51D+Z;GCRCP;B;Z;180;0,06;0,06;0;0;;0;0;;0;0,79;
072227001;GCR;0,76;1500;0;DX51D+Z;GCRSP;A;Z;140;0,07;0,07;0;0;;0;0;;0;0,76;
072228001;HR;2,5;1130;0;DD11;HR;;;0;0,14;0,14;0;0;;0;0;;0;0;
072229001;HR;2;1140;0;DD11;HR;;;0;0,13;0,13;0;0;;0;0;;0;0;
072230001;HR;2;1130;0;DD11;HR;;;0;0,13;0,13;0;0;;0;0;;0;0;
072231001;HR;1,8;1140;0;DD11;HR;;;0;0,13;0,13;0;0;;0;0;;0;0;
072232001;HR;1,5;1130;0;DD13;HR;;;0;0,13;0,13;0;0;;0;0;;0;0;
072233001;PPG;0,6;1250;0;DX51D+Z;PPGP;B;Z;275;0,06;0;5;0;H;5;20;RAL9002;7;0,51;
072237001;HR;2,75;1330;0;S235JR;HR;;;0;0,22;0,22;0;0;;0;0;;0;0;
072238001;HR;4,65;1500;0;S235JR;HR;;;0;0,26;0,26;0;0;;0;0;;0;0;
072241001;GCR;1;1250;2500;DX51D+Z;GCRCP;A;Z;100;0,08;0,08;0;0;;0;0;;0;1,01;
072242001;GCR;1,2;1250;2500;DX51D+Z;GCRCP;A;Z;100;0,09;0,09;0;0;;0;0;;0;1,22;
072244001;HR;2,5;1340;0;DD11;HR;;;0;0,16;0,16;0;0;;0;0;;0;0;
072246001;HR;2,5;1350;0;DD11-1;HR;;;0;0,16;0,16;0;0;;0;0;;0;0;
072247001;PPG;0,66;1200;0;DX51D+Z;PPGP;B;Z;70;0,04;0,04;0;0;H;5;20;RAL9002;7;0,64;
072248001;PPG;1;1250;0;S280GD+Z;PPGP;B;Z;100;0,08;0;0;0;H;5;20;RAL9002;7;0,94;
072249001;GCR;0,5;1250;0;S280GD+Z;GCRSP;A;Z;100;0,06;0;0;0;;0;0;;0;0,47;
072250001;PPG;0,6;1250;0;DX51D+Z;PPGP;B;Z;100;0,06;0;0;0;H;5;20;RAL7005;7;0,54;
072251001;PPG;0,35;1250;0;DX51D+Z;PPGP;B;Z;100;0,06;0,06;0;0;H;5;20;RAL9002;7;0,32;
072252001;PPG;0,65;1200;0;DX51D+Z;PPGP;B;Z;70;0,04;0,04;0;0;H;5;20;RAL9002;7;0,63;
072253001;PPG;0,35;1058;0;DX51D+Z;PPGP;B;Z;100;0,05;0,05;0;0;H;5;20;RAL9002;7;0,31;
072254001;PPG;0,5;1250;0;DX51D+Z;PPGP;B;Z;70;0,06;0,06;5;20;RAL9005;5;20;RAL9005;0;0,46;
072255001;GCR;0,48;1250;0;DX51D+Z;GCRSP;A;Z;100;0,03;0,03;0;0;;0;0;;0;0,48;
072256001;PPG;0,5;1090;0;DX51D+Z;PPGP;B;Z;140;0,06;0;5;0;H;10;20;RAL9002;7;0,42;
072257001;PPG;0,65;1167;0;S250GD+Z;PPGP;B;Z;100;0,05;0,05;0;0;H;5;20;RAL9016;7;0,62;
072258001;GCR;1,35;1500;4000;DX51D+Z;GCRCP;A;Z;600;0,13;0,13;0;0;;0;0;;0;1,3;
072259001;GCR;2;1250;2500;DX51D+Z;GCRCP;B;Z;600;0,15;0,15;0;0;;0;0;;0;1,96;
072260001;GCR;2;1250;3000;DX51D+Z;GCRCP;B;Z;600;0,15;0,15;0;0;;0;0;;0;1,96;
072263001;GCR;2;1250;3500;DX51D+Z;GCRCP;B;Z;600;0,15;0,15;0;0;;0;0;;0;1,96;
072264001;GCR;2;1250;4000;DX51D+Z;GCRCP;B;Z;600;0,15;0,15;0;0;;0;0;;0;1,96;
072265001;PPG;0,5;1236;0;DX51DT+Z;PPGP;B;Z;70;0,06;0;0;0;H;4;15;RAL9002;5;0,45;X
072266001;PPG;0,5;1236;0;DX51DT+Z;PPGP;B;Z;70;0,06;0;0;0;H;4;15;RAL1018;5;0,45;X
072267001;PPG;0,7;398;0;DX51D+Z;PPGSP;B;Z;275;0,06;0,06;0;0;H;5;20;RAL9003;7;0;
072268001;PPG;0,7;398;0;DX51D+Z;PPGSP;B;Z;275;0,06;0,06;0;0;H;5;20;RAL7047;7;0;
072269001;GCR;1,5;71,6;0;DX51D+Z;GCRSP;A;Z;50;0,11;0,11;0;0;;0;0;;0;0;
072270001;GCR;2;1235;0;S250GD+Z;GCRP;A;Z;275;0,13;0,13;0;0;;0;0;;0;2,01;
072271001;GHR;2,5;1130;0;S250GD+Z;GHRP;A;Z;275;0,14;0,14;0;0;;0;0;;0;0;
072272001;GHR;2,5;1250;0;S250GD+Z;GHRP;A;Z;275;0,15;0,15;0;0;;0;0;;0;0;
072273001;GCR;2;1235;0;S350GD+Z;GCRP;A;Z;275;0,15;0,15;0;0;;0;0;;0;2,01;
072274001;GCR;2;1250;0;S350GD+Z;GCRP;A;Z;275;0,15;0,15;0;0;;0;0;;0;2,01;
072275001;GCR;1,3;1220;0;S350GD+Z;GCRP;A;Z;275;0,13;0,13;0;0;;0;0;;0;1,3;
072276001;GHR;4;1250;0;DX51D+Z;GHRP;A;Z;275;0,24;0,24;0;0;;0;0;;0;0;
072277001;GCR;2,3;1250;0;DX51D+Z;GCRP;A;Z;100;0,17;0,17;0;0;;0;0;;0;2,34;
072278001;GCR;0,47;1205;0;DX53D+Z;GCRP;B;Z;90;0,06;0;0;0;;0;0;;0;0,44;
072279001;GCR;0,56;1250;0;DX51D+Z;GCRP;A;Z;100;0,04;0,04;0;0;;0;0;;0;0,56;
072280001;PPG;0,58;1200;0;DX51DT+Z;PPGP;B;Z;70;0,05;0,05;0;0;H;4;15;RAL5022;5;0,56;X
072281001;GHR;3;1440;0;DX54D+Z;GHRP;B;Z;60;0,17;0,17;0;0;;0;0;;0;0;
072282001;GCR;1,6;1250;0;DX51D+Z;GCRP;A;Z;100;0,13;0,13;0;0;;0;0;;0;1,62;
072283001;PPG;0,49;1120;0;DX51DT+Z;PPGP;B;Z;70;0,05;0,05;0;0;H;4;15;RAL7003;5;0,47;X
072284001;PPG;0,49;1120;0;DX51DT+Z;PPGP;B;Z;70;0,05;0,05;0;0;H;4;15;RAL9002;5;0,47;X
072285001;PPG;0,49;1050;0;DX51DT+Z;PPGP;B;Z;70;0,05;0,05;0;0;H;4;15;RAL9002;5;0,47;X
072286001;GCR;0,7;1483;0;DX51D+Z;GCRP;A;Z;140;0,07;0,07;0;0;;0;0;;0;0,7;
072287001;GCR;1;1347;0;S320GD+Z;GCRP;A;Z;140;0,08;0,08;0;0;;0;0;;0;1,01;
072288001;GCR;1,2;1393;0;S320GD+Z;GCRP;A;Z;140;0,09;0,09;0;0;;0;0;;0;1,22;
072289001;GCR;1,45;1320;0;S320GD+Z;GCRP;A;Z;275;0,13;0,13;0;0;;0;0;;0;1,45;
072290001;GHR;2,5;1500;0;S350GD+Z;GHRP;A;Z;140;0,17;0,17;0;0;;0;0;;0;0;
072291001;PPG;0,45;1250;0;DX51D+Z;PPGP;B;Z;100;0,06;0,06;5;20;RAL5019;5;20;RAL5019;0;0,4;
072292001;HR;2,05;1200;0;S235JR;HR;;;0;0,18;0,18;0;0;;0;0;;0;0;
072293001;HR;2,05;1430;0;S235JR;HR;;;0;0,21;0,21;0;0;;0;0;;0;0;
072294001;HR;2,65;1430;0;S235JR;HR;;;0;0,22;0,22;0;0;;0;0;;0;0;
072295001;HR;2,65;1390;0;S235JR;HR;;;0;0,22;0,22;0;0;;0;0;;0;0;
072296001;HR;2,9;1430;0;S235JR;HR;;;0;0,22;0,22;0;0;;0;0;;0;0;
072297001;HR;2,9;1390;0;S235JR;HR;;;0;0,22;0,22;0;0;;0;0;;0;0;
072298001;HR;3,3;1500;0;S235JR;HR;;;0;0,24;0,24;0;0;;0;0;;0;0;
072299001;HR;3,3;1430;0;S235JR;HR;;;0;0,24;0,24;0;0;;0;0;;0;0;
072300001;HR;3,65;1200;0;S235JR;HR;;;0;0,22;0,22;0;0;;0;0;;0;0;
072301001;HR;3,65;1360;0;S235JR;HR;;;0;0,24;0,24;0;0;;0;0;;0;0;
072302001;HR;3,65;1490;0;S235JR;HR;;;0;0,24;0,24;0;0;;0;0;;0;0;
072303001;HR;4,1;1380;0;S235JR;HR;;;0;0,26;0,26;0;0;;0;0;;0;0;
072304001;HR;4,55;1380;0;S235JR;HR;;;0;0,26;0,26;0;0;;0;0;;0;0;
072305001;HR;5,15;1490;0;S235JR;HR;;;0;0,28;0,28;0;0;;0;0;;0;0;
072306001;HR;5,15;1370;0;S235JR;HR;;;0;0,28;0,28;0;0;;0;0;;0;0;
072307001;HR;5,85;1500;0;S235JR;HR;;;0;0,28;0,28;0;0;;0;0;;0;0;
072308001;HR;5,85;1360;0;S235JR;HR;;;0;0,28;0,28;0;0;;0;0;;0;0;
072309001;HR;6,65;1360;0;S235JR;HR;;;0;0,3;0,3;0;0;;0;0;;0;0;
072310001;HR;6,65;1500;0;S235JR;HR;;;0;0,3;0,3;0;0;;0;0;;0;0;
072311001;HR;7,55;1350;0;S235JR;HR;;;0;0,3;0,3;0;0;;0;0;;0;0;
072312001;HR;2,9;1490;0;S275JR;HR;;;0;0,22;0,22;0;0;;0;0;;0;0;
072313001;HR;3,3;1500;0;S275JR;HR;;;0;0,24;0,24;0;0;;0;0;;0;0;
072314001;HR;3,65;1490;0;S275JR;HR;;;0;0,24;0,24;0;0;;0;0;;0;0;
072315001;HR;4,1;1380;0;S275JR;HR;;;0;0,26;0,26;0;0;;0;0;;0;0;
072316001;HR;4,55;1370;0;S275JR;HR;;;0;0,26;0,26;0;0;;0;0;;0;0;
072319001;GCR;0,45;1250;0;DX51D+Z;GCRP;A;Z;225;0,06;0,06;0;0;;0;0;;0;0,44;
072320001;GCR;0,5;1250;0;DX51D+Z;GCRP;A;Z;225;0,06;0,06;0;0;;0;0;;0;0,49;
072322001;PPG;0,4;609;0;DX52D+Z;PPGSP;B;Z;100;0,03;0,03;0;0;H;5;20;MUS_B07;7;0;
072323001;PPG;0,4;640;0;DX52D+Z;PPGSP;B;Z;100;0,03;0,03;0;0;H;5;20;MUS_B07;7;0;
072324001;PPG;0,4;680;0;DX52D+Z;PPGSP;B;Z;100;0,03;0,03;0;0;H;5;20;MUS_B07;7;0;
072325001;PPG;0,4;705;0;DX52D+Z;PPGSP;B;Z;100;0,03;0,03;0;0;H;5;20;MUS_B07;7;0;
072326001;PPG;0,4;725;0;DX52D+Z;PPGSP;B;Z;100;0,03;0,03;0;0;H;5;20;MUS_B07;7;0;
072328001;PPG;0,5;367;0;DX52D+Z;PPGSP;B;Z;100;0,03;0,03;0;0;H;5;20;MUS_B07;7;0;
072329001;PPG;0,5;670;0;DX52D+Z;PPGSP;B;Z;100;0,03;0,03;0;0;H;5;20;MUS_B07;7;0;
072330001;PPG;0,5;830;0;DX52D+Z;PPGSP;B;Z;100;0,03;0,03;0;0;H;5;20;MUS_B07;7;0,47;
072331001;PPG;0,4;339;0;DX52D+Z;PPGSP;B;Z;100;0,03;0,03;0;0;H;5;20;MUS_B07;7;0;
072333001;PPG;0,5;163;0;DX52D+Z;PPGSP;B;Z;100;0,03;0,03;0;0;H;5;20;MUS_B07;7;0;
072334001;GCR;0,5;143;0;DX51D+Z;GCRSP;B;Z;60;0,05;0,05;0;0;;0;0;;0;0;
072335001;GCR;0,6;210;0;DX51D+Z;GCRSP;B;Z;60;0,05;0,05;0;0;;0;0;;0;0;
072336001;GCR;1;250;0;DX51D+Z;GCRSP;B;Z;60;0,07;0,07;0;0;;0;0;;0;0;
072337001;PPG;0,58;1168;0;S220GD+Z;PPGP;B;Z;275;0,06;0;0;0;H;5;20;RAL9002;7;0,49;
072338001;PPG;0,58;1168;0;S220GD+Z;PPGP;B;Z;100;0,06;0;0;0;H;5;20;RAL9002;7;0,52;
072339001;PPG;0,56;496;0;DX51D+Z;PPGSP;B;Z;100;0,05;0,05;0;0;H;5;20;RAL7037;7;0;
072340001;PPG;0,56;1000;0;DX51D+Z;PPGSP;B;Z;100;0,05;0,05;0;0;H;5;20;RAL1003;7;0,53;
072341001;PPG;0,45;1085;0;DX51D+Z;PPGP;B;Z;100;0,05;0,05;0;0;H;5;20;RAL9002;7;0,42;
072342001;PPG;0,4;1085;0;DX51D+Z;PPGP;B;Z;100;0,05;0,05;0;0;H;5;20;RAL9002;7;0,36;
072343001;PPG;0,49;1120;0;DX51DT+Z;PPGP;B;Z;70;0,05;0,05;0;0;H;4;15;RAL7038;5;0,47;X
072344001;PPG;0,49;1200;0;DX51DT+Z;PPGP;B;Z;70;0,05;0,05;0;0;H;4;15;RAL7038;5;0,47;X
072345001;PPG;1;1000;0;DX51DT+Z;PPGP;B;Z;70;0,07;0,07;0;0;H;4;15;RAL5010;5;0,99;X
072346001;PPG;0,4;1250;0;DX51DT+Z;PPGP;B;Z;100;0,06;0,06;0;0;H;4;15;RAL9002;5;0,37;X
072347001;PPG;0,4;1250;0;DX51DT+Z;PPGP;B;Z;100;0,06;0,06;0;0;H;4;15;RAL8017;5;0,37;X
072348001;PPG;0,4;1250;0;DX51DT+Z;PPGP;B;Z;100;0,06;0,06;0;0;H;4;15;RAL7016;5;0,37;X
072349001;PPG;0,4;1250;0;DX51DT+Z;PPGP;B;Z;100;0,06;0,06;0;0;H;4;15;RAL8019;5;0,37;X
072350001;PPG;0,4;1250;0;DX51DT+Z;PPGP;B;Z;100;0,06;0,06;0;0;H;4;15;RAL9007;5;0,37;X
072351001;PPG;0,8;1000;0;DX51D+Z;PPGSP;B;Z;70;0,06;0,06;0;0;H;5;20;RAL7035;7;0,78;
072354001;HR;2;1520;0;DD11-1;HR;;;0;0,16;0,16;0;0;;0;0;;0;0;
072355001;HR;3,5;1520;0;DD11-1;HR;;;0;0,2;0,2;0;0;;0;0;;0;0;
072356001;HR;2,5;1270;0;S235JR;HR;;;0;0,21;0,21;0;0;;0;0;;0;0;
072357001;GHR;2;1500;0;S350GD+Z;GHRP;A;Z;140;0,15;0,15;0;0;;0;0;;0;0;
072358001;PHR;3;1200;0;DD11;PHRP;;;0;0,15;0,15;0;0;;0;0;;0;0;
072359001;GCR;0,48;1238;0;DX51D+Z;GCRP;A;Z;100;0,06;0,06;0;0;;0;0;;0;0,48;
072360001;GCR;0,48;1238;0;DX51D+Z;GCRP;A;Z;60;0,06;0,06;0;0;;0;0;;0;0,49;
072361001;PPG;0,5;1250;0;DX51D+Z;PPGP;B;Z;140;0,06;0,06;0;0;H;5;20;RAL6028;7;0,47;
072362001;PPG;0,6;1250;0;DX51D+Z;PPGP;B;Z;140;0,06;0,06;0;0;H;5;20;RAL9002;7;0,57;
072363001;PPG;0,65;1170;0;DX51D+Z;PPGP;B;Z;275;0,06;0,06;0;0;H;5;20;RAL9002;7;0,6;
072364001;PPG;0,65;1170;0;S220GD+Z;PPGP;B;Z;275;0,05;0,05;0;0;H;5;20;RAL9002;7;0,6;
072365001;GCR;0,55;137;0;DX51D+Z;GCRSP;A;Z;60;0,05;0,05;0;0;;0;0;;0;0;
072366001;HR;2,5;1250;0;S235JR;HR;;;0;0,21;0,21;0;0;;0;0;;0;0;
072367001;HR;2,5;1500;0;S235JR;HR;;;0;0,21;0,21;0;0;;0;0;;0;0;
072368001;HR;2,8;1250;0;S235JR;HR;;;0;0,22;0,22;0;0;;0;0;;0;0;
072369001;HR;2,8;1500;0;S235JR;HR;;;0;0,22;0,22;0;0;;0;0;;0;0;
072370001;HR;3;1500;0;S235JR;HR;;;0;0,22;0,22;0;0;;0;0;;0;0;
072371001;GCR;0,37;1200;0;DX51D+Z;GCRP;A;Z;70;0,05;0,05;0;0;;0;0;;0;0,37;
072372001;GCR;0,4;1200;0;DX51D+Z;GCRP;A;Z;70;0,05;0,05;0;0;;0;0;;0;0,4;
072373001;GCR;1,4;1200;0;DX51D+Z;GCRP;A;Z;70;0,11;0,11;0;0;;0;0;;0;1,42;
072374001;HR;2,05;1265;0;DD11;HR;;;0;0,16;0,16;0;0;;0;0;;0;0;
072375001;HR;2,05;1215;0;DD11;HR;;;0;0,16;0,16;0;0;;0;0;;0;0;
072377001;HR;2,05;1265;0;DD11-1;HR;;;0;0,16;0,16;0;0;;0;0;;0;0;
072378001;HR;2,05;1215;0;DD11-1;HR;;;0;0,16;0,16;0;0;;0;0;;0;0;
072379001;HR;2,05;1015;0;DD11-1;HR;;;0;0,14;0,14;0;0;;0;0;;0;0;
072380001;GCR;0,8;885;0;DX54D+Z;GCRP;A;Z;70;0,05;0,05;0;0;;0;0;;0;0,81;
072381001;HR;1,35;1250;0;S235JR;HR;;;0;0,19;0,19;0;0;;0;0;;0;0;
072382001;PPG;0,35;1250;0;S220GD+Z;PPGP;B;Z;100;0,05;0,05;0;0;H;5;20;RAL9002;7;0,32;
072383001;PPG;0,35;1250;0;S220GD+Z;PPGP;B;Z;100;0,05;0,05;0;0;H;5;18;RAL9006;7;0,32;
072384001;PPG;0,43;1060;0;S220GD+Z;PPGP;B;Z;100;0,04;0,04;0;0;H;5;20;RAL9002;7;0,4;
072385001;PPG;0,43;1060;0;S220GD+Z;PPGP;B;Z;100;0,04;0,04;0;0;H;5;18;RAL9006;7;0,4;
072386001;PPG;0,43;1150;0;S220GD+Z;PPGP;B;Z;100;0,04;0,04;0;0;H;5;20;RAL9002;7;0,4;
072387001;PPG;0,43;1150;0;S220GD+Z;PPGP;B;Z;100;0,04;0,04;0;0;H;5;18;RAL9006;7;0,4;
072388001;PPG;0,43;1250;0;S220GD+Z;PPGP;B;Z;100;0,05;0,05;0;0;H;5;20;RAL9002;7;0,4;
072389001;PPG;0,43;1250;0;S220GD+Z;PPGP;B;Z;100;0,05;0,05;0;0;H;5;18;RAL9006;7;0,4;
072390001;GCR;1;952,5;1970;DX51D+Z;GCRCP;A;Z;60;0,07;0,07;0;0;;0;0;;0;1,01;
072391001;GCR;0,8;1435;0;DX53D+Z;GCRP;B;Z;60;0,06;0,06;0;0;;0;0;;0;0,81;
072392001;GCR;2;1250;2500;DX51D+Z;GCRCP;A;Z;100;0,15;0,15;0;0;;0;0;;0;2,03;
072393001;GHR;3;1250;2500;DX51D+Z;GHRCP;A;Z;100;0,2;0,2;0;0;;0;0;;0;0;
072394001;GHR;4;1250;2500;DX51D+Z;GHRCP;A;Z;100;0,24;0,24;0;0;;0;0;;0;0;
072396001;PPG;0,9;1250;2500;DX51D+Z;PPGCP;B;Z;100;0,08;0,08;0;0;H;5;20;RAL9002;7;0,88;
072398001;PPG;0,8;1250;2500;DX51D+Z;PPGCP;B;Z;100;0,07;0,07;0;0;H;5;20;RAL9002;7;0,78;
072399001;GCR;1;952,5;0;DX51D+Z;GCRSP;A;Z;60;0,07;0,07;0;0;;0;0;;0;1,01;
072400001;GCR;1;126;0;DX51D+Z;GCRSP;A;Z;60;0,07;0,07;0;0;;0;0;;0;0;
072401001;GCR;1,5;922;0;DX51D+Z;GCRSP;A;Z;50;0,11;0,11;0;0;;0;0;;0;1,52;
072402001;GCR;1,5;125;0;DX51D+Z;GCRSP;A;Z;50;0,11;0,11;0;0;;0;0;;0;0;
072403001;GCR;1,5;922;2240;DX51D+Z;GCRCP;A;Z;50;0,11;0,11;0;0;;0;0;;0;1,52;
072405001;PHR;2,4;1035;0;S235JR;PHRP;;;0;0,08;0,08;0;0;;0;0;;0;0;
072406001;GCR;0,68;1500;0;DX51D+Z;GCRP;B;Z;450;0,07;0,07;0;0;;0;0;;0;0,64;
072407001;GCR;0,72;1250;0;S320GD+Z;GCRP;A;Z;275;0,07;0,07;0;0;;0;0;;0;0,7;
072408001;GCR;1,15;1250;0;S280GD+Z;GCRP;A;Z;275;0,09;0,09;0;0;;0;0;;0;1,15;
072409001;GCR;1,5;1500;0;S350GD+Z;GCRP;A;Z;200;0,13;0,13;0;0;;0;0;;0;1,51;
072410001;GCR;1,8;1500;0;S350GD+Z;GCRP;A;Z;140;0,15;0,15;0;0;;0;0;;0;1,83;
072411001;GCR;1,5;1000;0;S280GD+Z;GCRP;A;Z;275;0,11;0,11;0;0;;0;0;;0;1,49;
072412001;GCR;1,75;1090;0;S280GD+Z;GCRP;A;Z;275;0,14;0,14;0;0;;0;0;;0;1,75;
072413001;GHR;2,4;1090;0;DX51D+Z;GHRP;A;Z;275;0,16;0,16;0;0;;0;0;;0;0;
072414001;PPG;0,88;1500;0;S280GD+Z;PPGP;B;Z;100;0,08;0,08;0;0;H;5;20;RAL9002;7;0,86;
072415001;PPG;0,76;1500;0;S280GD+Z;PPGP;B;Z;100;0,07;0,07;0;0;H;5;20;RAL9002;7;0,74;
072416001;GCR;0,5;1250;0;DX51D+Z;GCRSP;A;Z;140;0,06;0,06;0;0;;0;0;;0;0,5;
072417001;GCR;1;1000;0;DX51D+Z;GCRSP;A;Z;140;0,07;0,07;0;0;;0;0;;0;1;
072418001;GCR;1;1000;0;DX51D+Z;GCRSP;A;Z;200;0,07;0,07;0;0;;0;0;;0;0,99;
072419001;PPG;0,5;47;0;DX51D+Z;PPGSP;B;Z;100;0,05;0,05;0;0;H;6;20;RAL9007;9;0;
072420001;PPG;0,5;47;0;DX51D+Z;PPGSP;B;Z;100;0,05;0,05;0;0;H;6;20;RAL9007;9;0;
072421001;GCR;1,5;1250;2010;DX51D+Z;GCRCP;A;Z;50;0,13;0,13;0;0;;0;0;;0;1,53;
072422001;PPG;1,2;1200;0;DX51D+Z;PPGP;B;Z;275;0,08;0,08;0;0;H;5;20;RAL9010;7;1,16;
072423001;GCR;1,5;1200;0;DX51D+Z;GCRP;A;Z;275;0,11;0,11;0;0;;0;0;;0;1,49;
072424001;PHR;2,5;1500;0;S235JR;PHRP;;;0;0,21;0,21;0;0;;0;0;;0;0;
072425001;PHR;2,5;1490;0;S235JR;PHRP;;;0;0,21;0,21;0;0;;0;0;;0;0;
072426001;HR;3,5;1020;0;DD13;HR;;;0;0,17;0,17;0;0;;0;0;;0;0;
072427001;HR;2,2;1020;0;DD13;HR;;;0;0,14;0,14;0;0;;0;0;;0;0;
072428001;HR;2;1020;0;DD13;HR;;;0;0,13;0,13;0;0;;0;0;;0;0;
072429001;HR;1,5;1030;0;DD13;HR;;;0;0,13;0,13;0;0;;0;0;;0;0;
072430001;GCR;0,48;1238;0;DX51D+Z;GCRP;A;Z;100;0,06;0,06;0;0;;0;0;;0;0,48;
072431001;GCR;0,48;1238;0;DX51D+Z;GCRSP;A;Z;60;0,06;0,06;0;0;;0;0;;0;0,49;
072432001;GCR;0,48;1238;0;DX51D+Z;GCRP;A;Z;60;0,06;0,06;0;0;;0;0;;0;0,49;
072433001;GCR;1,75;325;0;DX51D+Z;GCRSP;A;Z;50;0,14;0,14;0;0;;0;0;;0;0;
072434001;GCR;1,45;1500;0;S350GD+Z;GCRP;A;Z;275;0,13;0,13;0;0;;0;0;;0;1,45;
072435001;GCR;0,6;1000;0;DX51D+Z;GCRP;B;Z;275;0,05;0,05;0;0;;0;0;;0;0,57;
072436001;HR;2,2;1500;0;S235JR;HR;;;0;0,21;0,21;0;0;;0;0;;0;0;
072437001;HR;2,45;1250;0;S235JR;HR;;;0;0,21;0,21;0;0;;0;0;;0;0;
072438001;HR;2,45;1500;0;S235JR;HR;;;0;0,21;0,21;0;0;;0;0;;0;0;
072439001;HR;1,85;1250;0;S235JR;HR;;;0;0,19;0,19;0;0;;0;0;;0;0;
072440001;PPG;1,2;1500;0;S280GD+Z;PPGP;B;Z;100;0,06;0,06;0;0;H;5;20;RAL9002;7;1,19;
072441001;PPG;0,52;496;0;DX51D+Z;PPGSP;B;Z;100;0,05;0,05;0;0;H;5;20;RAL7016;7;0;
072442001;PPG;0,52;1000;0;DX51D+Z;PPGSP;B;Z;100;0,05;0,05;0;0;H;5;20;RAL2009;7;0,49;
